店名,種類,地址,評價,評分人數
七七雞片飯,restaurant,826台灣高雄市梓官區大舍西路2號,4.5,128
Lin's素坊,restaurant,811台灣高雄市楠梓区楠梓路458號,4.5,307
素來香,restaurant,811台灣高雄市楠梓區土庫三路232號,4.7,60
自然素食館,restaurant,811台灣高雄市楠梓區加昌路415巷No. 10號,4.5,114
慈心素食,restaurant,811台灣高雄市楠梓區德賢路550巷2號,4.8,25
一本蔬-蔬食早午餐,restaurant,811台灣高雄市楠梓區德民路356巷42-1號,4.8,128
煦 Hsu.s.Shokudo,restaurant,811台灣高雄市楠梓區後昌路73巷1號,4.8,316
媽媽吃素,"meal_takeaway, restaurant",811台灣高雄市楠梓區瑞屏路118號,4.5,57
宏毅素食館,restaurant,811台灣高雄市楠梓區楠盛街90號,4.5,38
旺月白糖粿,restaurant,811台灣高雄市楠梓區楠都東街205號,4.6,97
走心兔樂群店(附設素食粥和麵）,restaurant,811台灣高雄市楠梓區樂群路13號,4.7,23
陀靈碗｜均衡餐盒｜健康便當｜楠梓低卡餐盒|團體餐盒|健身餐盒|健康便當|商務便當|必吃便當|活動餐盒|團體外送,"health, restaurant, store",811台灣高雄市楠梓區瑞仁路157號,4.6,87
蓮素素食,restaurant,811台灣高雄市楠梓區後昌路797巷73號,4.5,48
智慧素食,restaurant,811台灣高雄市楠梓區後昌路73號 號,4.5,51
苜見·高雄楠梓（手工苜蓿芽捲）,restaurant,811台灣高雄市楠梓區後昌路160號依依童裝店前,4.7,31
素食老店,restaurant,811台灣高雄市楠梓區常德路237號,4.8,31
素食麵線糊,"restaurant, store",811台灣高雄市楠梓區後昌路797巷52號,4.8,33
午味雜晨Coffee Brunch概念總部,restaurant,811台灣高雄市楠梓區瑞屏路62-1號,4.6,1303
素生活輕食早餐坊,restaurant,811台灣高雄市楠梓區瑞屏路126號,4.5,49
老娘鍋 高雄楠梓店,restaurant,811台灣高雄市楠梓區藍田路1068號,4.6,1279
向陽廚坊,restaurant,811台灣高雄市楠梓區惠豐街188號1樓,4.8,258
小阿姨素食早午餐,restaurant,811台灣高雄市楠梓區區區東路13號,5.0,5
義淉義式料理-碧水河畔,restaurant,811台灣高雄市楠梓區德惠路151巷57號,4.9,1207
好粥對麵素食廣東粥-樂群店,restaurant,811台灣高雄市楠梓區樂群路13號,4.5,23
楠梓張家禹涼麵,restaurant,81153台灣高雄市楠梓區惠民路164號,4.6,130
晏君素食鋪,restaurant,825台灣高雄市橋頭區橋南路8號,4.9,7
鹿見。有餘,"cafe, restaurant",825台灣高雄市橋頭區球場路3巷5號,4.7,160
甄愛御廚坊,restaurant,825台灣高雄市橋頭區糖廠路21號,4.5,96
哈德莉早晚餐,restaurant,825台灣高雄市橋頭區五林路108號,4.7,15
勁請享用健康廚房-橋頭隆豐店,restaurant,825台灣高雄市橋頭區隆豐路264號,4.8,92
禾豐美食,restaurant,825台灣高雄市橋頭區樹德路50號,4.5,48
香江港式菠蘿茶飲（橋頭店）,"meal_delivery, restaurant",825台灣高雄市橋頭區橋南路41號,4.7,276
O2 coffee(甲圍店）,restaurant,825台灣高雄市橋頭區甲圍路117號,4.9,17
和楓牛奶堂—牧場直營牛奶鍋,restaurant,825台灣高雄市橋頭區樹德路66號,4.7,530
廣東粥,restaurant,825台灣高雄市橋頭區仕豐南路72號,4.7,45
無名素食 麵線羹&水煎包,"bakery, store",825台灣高雄市橋頭區仕隆路102號,4.6,14
小玲鮮魚湯 什菜,restaurant,825台灣高雄市橋頭區隆豐路3-3號,4.6,26
橋頭蒸餃,restaurant,825台灣高雄市橋頭區隆豐路250號,4.5,307
老街傳統手工豆花,,825台灣高雄市橋頭區橋南路70號,4.7,30
阿呆早一點,restaurant,825台灣高雄市橋頭區橋頭路1-3號,4.9,23
御天然綠豆湯橋頭店,restaurant,825台灣高雄市橋頭區隆豐路181號,4.7,435
橋頭熱炒店,restaurant,825台灣高雄市橋頭區成功路28號,4.7,56
真實BAKERY日式生吐司-橋頭總店,"bakery, store",825台灣高雄市橋頭區建樹路51號,4.9,1618
三合院咖啡/茶飲休閒空間,"restaurant, store",829台灣高雄市湖內區中正路二段652號,4.9,169
證言隨緣素心齋（五倍卷）,,829台灣高雄市湖內區中正路一段513巷17弄7號,4.9,12
金家素食,restaurant,829台灣高雄市湖內區信義路354號,4.9,22
財記素食,restaurant,829台灣高雄市湖內區信義路68號旁,5.0,2
家鄉自助餐,restaurant,829台灣高雄市湖內區高雄市湖內區中山路一段451之17號,4.6,14
快樂食堂,restaurant,829台灣高雄市湖內區中山路二段170號,4.5,31
愛你美術廚房中式無菜單,restaurant,829台灣高雄市湖內區中山路二段98號,5.0,21
秋食堂,restaurant,829台灣高雄市湖內區中華街247號,4.5,71
原味蓮藕茶,,829台灣高雄市湖內區中正路二段582號,5.0,25
歸宿鍋燒定食greatsoup,restaurant,829台灣高雄市湖內區保生路376號,4.8,318
甜蘋果廚房,restaurant,829台灣高雄市湖內區長春一街68號,4.8,14
媽媽味素食,restaurant,82141台灣高雄市路竹區大社路148號,4.8,20
YUMMY亞米炸雞 湖內店,restaurant,829台灣高雄市湖內區保生路117號旁 五 湖 黃昏 市場,4.5,105
康庭火鍋,restaurant,829台灣高雄市湖內區忠孝街37號,4.9,20
咘咘廚房 異國料理（湖內東方店）,restaurant,829台灣高雄市湖內區東方路121號1樓,4.5,142
吉祥健康素食,restaurant,824台灣高雄市燕巢區中民路663號,4.5,57
覓境咖啡屋,"cafe, restaurant, store",824台灣高雄市燕巢區義大路65號,4.5,184
北辰鐵馬驛站,restaurant,824台灣高雄市燕巢區大埔巷11號,4.5,122
小木屋食堂,restaurant,824台灣高雄市燕巢區瓊招路71號,4.9,45
深水食堂,restaurant,824台灣高雄市燕巢區橫山路88-1號,4.5,259
蘇記非基改臭豆腐,restaurant,824台灣高雄市燕巢區安東街371號,4.8,123
早八午時健康餐盒,restaurant,824台灣高雄市燕巢區義大路21號,4.6,55
瀬戸ないかい日式料理店,restaurant,824台灣高雄市燕巢區中民路676號,4.5,344
越南河粉,restaurant,82444台灣高雄市燕巢區深興路130號,4.7,55
幸福餐點,restaurant,824台灣高雄市燕巢區鳳旗路177號,4.5,131
憓飽飯丸,restaurant,824台灣高雄市燕巢區鳳旗路223號,4.7,21
沃野山丘餐廳,restaurant,824台灣高雄市燕巢區過鞍巷131-1號,4.5,3076
米旺便當,restaurant,824台灣高雄市燕巢區中興路977之5號,4.5,42
焰巢平價鐵板燒,restaurant,824台灣高雄市燕巢區中西路18之9號,4.7,191
屋台拉麵(公休請見FB),"restaurant, store",824台灣高雄市燕巢區中民路632號,4.7,264
燕巢林家水煎包,restaurant,824台灣高雄市燕巢區中興北路72-19號,4.5,87
月珠土雞城,restaurant,823台灣高雄市田寮區平安路2-1號,4.6,117
天然酵素臭豆腐,restaurant,822台灣高雄市阿蓮區中正路315號,4.7,55
素食鹹酥G,restaurant,822台灣高雄市阿蓮區中正路327號,5.0,2
看山咖啡小築,"health, restaurant, store",82207台灣高雄市阿蓮區峰園路76 號,4.8,25
多莉素食,restaurant,821台灣高雄市路竹區智仁街174號,4.8,13
外明土雞城｜ 田寮月世界土雞料理 ｜,restaurant,823台灣高雄市田寮区月球路43之1號,4.5,1047
慈光素食,restaurant,821台灣高雄市路竹區中興路264號,4.5,17
樂鳴食堂-高雄美食餐廳 | 在地鮮食 | 中式餐點 | 團體聚餐,restaurant,847台灣高雄市甲仙區中正路97號,4.5,186
中南飲食店,"meal_takeaway, restaurant",847台灣高雄市甲仙區文化路77號,4.7,59
五里埔蘇家麵攤,restaurant,847台灣高雄市甲仙區新興路73號,4.6,69
玉珍飯店(自助餐),restaurant,847台灣高雄市甲仙區林森路98號,4.9,7
甲仙 仙香飲食店,restaurant,847台灣高雄市甲仙區文化路75-1號,4.5,563
貓巷素食早餐(甲仙),,847台灣高雄市甲仙區林森路38號前面（貓巷旁,4.5,10
噴香私房菜,restaurant,843台灣高雄市美濃區成功路68之5號,4.9,214
阿嬤素食麵,restaurant,843台灣高雄市美濃區中正路一段85巷28號,5.0,2
廣誠素食,restaurant,802台灣高雄市苓雅區林森二路128巷30號,4.9,72
眾緣素食,restaurant,802台灣高雄市苓雅區仁愛三街311號,4.9,30
自在素食館,restaurant,802台灣高雄市苓雅區正言路54號,4.7,96
康齡綠廚房,restaurant,802台灣高雄市苓雅區廣東一街111號,4.8,36
自強夜市養生素食,restaurant,802台灣高雄市苓雅區自強三路102號,4.8,94
莊媽媽素食,restaurant,802台灣高雄市苓雅區林德街59號,4.6,143
素食來一餃,restaurant,802台灣高雄市苓雅區苓雅一路279號,4.6,68
微亮元素蔬食坊,restaurant,802台灣高雄市苓雅區林德街4號,4.7,20
修伯里午晚餐,restaurant,802台灣高雄市苓雅區林泉街38巷9弄2號,4.5,124
阿富素食,restaurant,802台灣高雄市苓雅區明德街31號,4.6,66
黎玲素食養生蔬活館,restaurant,802台灣高雄市苓雅區建國一路111-4號,4.6,66
芯享蔬食早餐，3月公休:11.20.31,restaurant,802台灣高雄市苓雅區興中一路218號,4.7,161
尚好客家手工麻糬,restaurant,802台灣高雄市苓雅區武廟路52號,5.0,3
山路彎彎,restaurant,851台灣高雄市茂林區多納巷48號,4.6,17
滿香樂,restaurant,"6之16, No. 6之6號多納巷茂林區高雄市台灣 851",4.5,189
茂 林 蘑 菇 屋,restaurant,844台灣高雄市六龜區1-2號,4.5,261
陽光蔬食.經典classic,restaurant,852台灣高雄市茄萣區忠孝街70-5號,4.8,52
茄萣素食館,restaurant,852台灣高雄市茄萣區仁愛路二段118號,4.5,20
如意素食（外帶素菜稀飯）,restaurant,852台灣高雄市茄萣區忠孝街152-147號,5.0,4
吳姐素食,restaurant,852台灣高雄市茄萣區茄萣路二段18巷27號,4.8,8
奕美素食,restaurant,821台灣高雄市路竹區國昌路226號,4.6,9
寶妹素食,restaurant,821006台灣高雄市路竹區中興路7-1號,4.5,14
素素蔬食早餐,restaurant,821台灣高雄市路竹區中華路186號,4.6,72
妙味蔬食早餐,restaurant,821台灣高雄市路竹區智仁街158號,4.9,8
聖眾素食自助餐,restaurant,821台灣高雄市路竹區忠孝路47號,4.5,22
原實素蛋餅,restaurant,821013台灣高雄市路竹區竹南街28號,4.8,6
和家異國料理RM CITRA INDO,restaurant,821台灣高雄市路竹區大同路208號,4.6,57
巧達點心坊,restaurant,821台灣高雄市路竹區中興路320號,4.8,51
那瑪夏311複合式(餐飲/住宿),restaurant,849台灣高雄市那瑪夏區平和巷25號,4.6,84
山豬聊咖啡(高雄那瑪夏),"cafe, store",849台灣高雄市那瑪夏區秀嶺巷221號,4.9,47
SO_UP輕食館,restaurant,804台灣高雄市鼓山區馬卡道路329號,4.5,286
小明星餐館,restaurant,803台灣高雄市鹽埕區莒光街65巷4號,4.5,526
木葉粗食 Mottainai Plant-based Whole Food,restaurant,804台灣高雄市鼓山區鼓南街30號,4.6,657
果澍GUO SHU手作蔬食大東店,restaurant,830台灣高雄市鳳山區大東一路42-1號,4.7,85
達卡努瓦賞螢步道,tourist_attraction,849台灣高雄市那瑪夏區台29線,4.5,831
7-ELEVEN 那瑪夏門市,"atm, convenience_store, finance, store",849台灣高雄市那瑪夏區秀嶺巷205-1號,4.5,99
燉燉香和風洋食｜阿蓮必吃美食｜,restaurant,82244台灣高雄市阿蓮區忠孝路43號,4.6,227
九里香天然酵素臭豆腐,restaurant,822台灣高雄市阿蓮區民生路75號,4.7,13
素食越南法國麵包 主食 甜點等系列產品,restaurant,822台灣高雄市阿蓮區中正路670號,5.0,4
石家莊舒食雞-阿蓮旗艦店【舒肥雞+蔬食專賣】#無電話預約服務,store,82245台灣高雄市阿蓮區中正路467巷25號,4.5,73
ALL FUN CAFE'歐楓咖啡,"cafe, restaurant, store",822台灣高雄市阿蓮區忠孝路321號,4.6,297
日福健康餐,restaurant,822台灣高雄市阿蓮區民族路10號,4.5,10
阿蓮早餐飯糰,restaurant,822台灣高雄市阿蓮區中山路142號,4.7,10
美食早點,restaurant,822台灣高雄市阿蓮區民生路199號,4.8,5
誠然。食作,"restaurant, store",833台灣高雄市鸟松区山脚路1巷16號之2,4.7,71
泰義蔬食咖啡館,restaurant,833台灣高雄市鳥松區球場路70號,4.6,281
阿蕙素食館,restaurant,833台灣高雄市鳥松區中正路76號,4.7,96
銀造幸福&華麗食堂,"bakery, store",833台灣高雄市鳥松區夢裡東巷31號,4.8,76
雨林古茶坊,"cafe, restaurant, store",833台灣高雄市鳥松區球場路156號,4.9,34
馨窩良行Homelanie,"restaurant, store",83348台灣高雄市鳥松區竹安街67號,4.6,228
老魯記正修科大學餐店,restaurant,833台灣高雄市鳥松區澄清路840號學餐B櫃,5.0,15
吉禧素食,restaurant,833台灣高雄市鳥松區本館路32號,5.0,7
素馨香素食店,restaurant,830台灣高雄市鳳山區鳳松路135號,4.5,171
綠時代。素食 串燒,restaurant,830台灣高雄市鳳山區濱山街11號,4.5,1061
蒔遇 - Daily Green (無內用，甜點採預約取貨),"bakery, store",833台灣高雄市鳥松區本館路313號,4.9,257
妙吉祥 就素快炒,restaurant,830台灣高雄市鳳山區建國路二段106號,4.6,491
素食麵攤,restaurant,830台灣高雄市鳳山區文西街2號,4.6,135
杏福素食,restaurant,830台灣高雄市鳳山區雙慈街4號,4.6,84
羊霸天下-高雄鳥松店,restaurant,83341台灣高雄市鳥松區本館路439-6號,4.9,141
秋雲素食早點仁美店,restaurant,833台灣高雄市鸟松区美山路178號隔壁,4.7,28
仁美 小火鍋 / 高雄美食推薦,restaurant,833台灣高雄市鳥松區學堂路22號,4.8,64
素食早餐,restaurant,833台灣高雄市鳥松區神農路,4.7,18
Miss Pei Pei 寵物友善餐廳,restaurant,833台灣高雄市鳥松區美勝一街56號,4.9,465
佛緣素食館,restaurant,807台灣高雄市三民區金鼎路368之1號,4.5,120
百連蔬食,restaurant,830台灣高雄市鳳山區光遠路299號,4.6,438
萬德福鳳山海洋店,restaurant,830台灣高雄市鳳山區海洋一路58號,4.7,35
DO-DO-WU Café.蔬食,restaurant,830台灣高雄市鳳山區西五巷59號,4.8,127
鳳山花村 - 素食涼麵 • 臭豆腐 • 豆包,restaurant,830台灣高雄市鳳山區南正二路28號,4.7,635
大東禾 自助餐蔬食餐坊,restaurant,830台灣高雄市鳳山區光遠路117之1號,4.6,259
全越香素食麵館,restaurant,830台灣高雄市鳳山區青年路一段284巷與青年路口 店面於青年路上,5.0,14
萬德福素食火鍋,restaurant,830台灣高雄市鳳山區澄清路127號,4.8,596
品 蔬食手作炸物,restaurant,830台灣高雄市鳳山區信義街45-1號,5.0,5
永春素食自助餐,restaurant,830台灣高雄市鳳山區中正路84號,4.6,110
真善美越南素食料理,restaurant,830台灣高雄市鳳山區體育路3號,4.9,578
福田素食,restaurant,830台灣高雄市鳳山區大明路33巷9弄1號,4.6,49
觀泉素食店,restaurant,830台灣高雄市鳳山區瑞竹路207號,4.7,67
六度素食,restaurant,830台灣高雄市鳳山區凱旋路2號,4.5,281
素圓素粽碗粿,restaurant,830台灣高雄市鳳山區文衡路236號,4.5,92
鳳山自由素食,restaurant,830台灣高雄市鳳山區青年路一段294號,4.7,23
璟旺素食,restaurant,830台灣高雄市鳳山區自立街132號,4.7,211
蔬福素麵～素食,restaurant,830台灣高雄市鳳山區南福街72號,4.9,43
品約餐坊,restaurant,830台灣高雄市鳳山區文衡路28號,4.8,1347
來裕素食,restaurant,830台灣高雄市鳳山區中山路229巷2號,4.6,63
炸遍五甲（炸金針菇、炸杏鮑菇、炸秀珍菇、素食鹹酥G、素食東山鴨頭 ）,restaurant,830台灣高雄市鳳山區五甲二路311號,4.8,634
無毒世界-鳳山店（原無毒的家-文衡店）｜養生餐盒｜素食餐廳｜有機奶油｜有機起司｜有機乳清,restaurant,830台灣高雄市凤山区文凤路27號1F,4.5,54
阿國伯素食水煎包,restaurant,830台灣高雄市鳳山區五權南路國光公園對面好好炸雞及饅頭店旁,5.0,1
好粥對麵素食廣東粥 - 鳳山中正店,restaurant,830台灣高雄市鳳山區中正路149號,4.5,134
小生素食,restaurant,830台灣高雄市鳳山區體育路10號號 No,4.5,44
The Borage,restaurant,803台灣高雄市鹽埕區瀨南街141-7號鹽埕第一公有市場,4.8,162
胖嘟嘟の鬆餅（除公休外不定期營業或休息營業時間請參閱FB）,restaurant,803台灣高雄市鹽埕區莒光街159號,4.9,110
植在 Gaia Mama Vegan Cafe,restaurant,803台灣高雄市鹽埕區大勇路76巷2號,5.0,5
大眾素食部,"restaurant, store",803台灣高雄市鹽埕區大有街60號,4.5,64
蔬炸食堂,restaurant,803台灣高雄市鹽埕區北端街143號,4.6,47
